SNR, RMSE, NMSE, prob
-12, 6.426455654081919, 2.249854144607524, 0.6263636363636363
-11, 5.655304230662512, 1.1408676830415718, 0.7236363636363636
-10, 4.804271074008126, -0.27637460156253585, 0.8163636363636364
-9, 4.200557531765376, -1.4446402595972752, 0.875
-8, 3.907745625053761, -2.074974025419645, 0.9022727272727272
-7, 3.786601617867363, -2.3437709443598336, 0.915
-6, 3.5559539030470395, -2.8891522037981296, 0.935
-5, 3.4064256021499575, -3.2617684119547317, 0.9472727272727273
-4, 3.3637371365894992, -3.3692778997789046, 0.9522727272727273
-3, 3.3339781145969907, -3.4529360673681904, 0.9554545454545454
-2, 3.371669492400377, -3.3535887706771312, 0.9545454545454546
-1, 3.253601829632896, -3.6605932540948576, 0.9636363636363636
0, 3.2660796183778893, -3.626889043119277, 0.9622727272727273
1, 3.2759205920424304, -3.6022162523538155, 0.9631818181818181
2, 3.297834247289003, -3.5436718881284217, 0.9618181818181818
3, 3.190959744041449, -3.83167199694231, 0.9695454545454546
4, 3.2739617645445156, -3.6069601067075086, 0.9636363636363636
5, 3.330787210730866, -3.4589068760772275, 0.9604545454545454
6, 3.2844877982613285, -3.581313636986439, 0.9631818181818181
7, 3.2537450346551013, -3.6648028775650774, 0.9659090909090909
8, 3.358541569739315, -3.3877347624135696, 0.9586363636363636
9, 3.2666655024410285, -3.6253189981173746, 0.965
10, 3.2875130483960264, -3.5706052256088534, 0.9636363636363636
11, 3.2200090922085414, -3.7492531152802684, 0.9686363636363636
12, 3.2551858774657094, -3.6553736298840582, 0.9659090909090909
