SNR, RMSE, NMSE, prob
-12, 7.970106530440441, 8.427545830979609, 0.389
-11, 7.2938928287189535, 7.6837819940768926, 0.4965
-10, 6.547338195289838, 6.754539672662251, 0.604
-9, 5.770780615729401, 5.65617010709384, 0.7035
-8, 5.2696187822085045, 4.815641771471512, 0.76
-7, 4.998656096885358, 4.376358393439733, 0.793
-6, 5.310506501397942, 4.929496113038391, 0.762
-5, 5.566917449611748, 5.301961590361241, 0.735
-4, 6.044217214608538, 6.035744114423868, 0.6825
-3, 6.417300597267464, 6.572386344662209, 0.6375
-2, 6.74843636775226, 6.980523277092675, 0.5935
-1, 7.053053227063996, 7.385779992703583, 0.552
0, 7.152920315098881, 7.524559892783492, 0.538
1, 7.311800114485094, 7.723359137789679, 0.5155
2, 7.4790072297421855, 7.8702212279170745, 0.489
3, 7.629734091226991, 8.071783988998382, 0.466
4, 7.692518652068891, 8.128766259633487, 0.455
5, 7.550108834959924, 7.964717690849507, 0.48
6, 7.7157746861420495, 8.165117006930195, 0.4515
7, 7.619071474101158, 8.085757985754332, 0.468
8, 7.7440063526659495, 8.16190362306612, 0.4475
9, 7.7996500385846295, 8.21601339756921, 0.4385
10, 7.653243951085873, 8.105189302584488, 0.4635
11, 7.725247634743918, 8.186777267548521, 0.452
12, 7.69611669354392, 8.161529820669891, 0.456
