SNR, RMSE, NMSE, prob
-12, 3.2215301807379584, -7.913781429542195, 0.9225
-11, 2.1545238416158776, -11.398794088398137, 0.976
-10, 1.5287439204147577, -14.388984219862767, 0.9945
-9, 1.2448082354470402, -16.17027989044947, 0.998
-8, 1.089012316674311, -17.322997388365817, 1.0
-7, 0.9802841136470891, -18.251592154167874, 1.0
-6, 0.8777029855415002, -19.19833333057997, 1.0
-5, 0.7666222841315069, -20.37541595371319, 1.0
-4, 0.7096516911507387, -21.04358529557715, 1.0
-3, 0.6381755107963671, -21.96542455138225, 1.0
-2, 0.6256619012341198, -22.135382308761457, 1.0
-1, 0.571891957885961, -22.92717737528088, 1.0
0, 0.5517145095956071, -23.222620832120583, 1.0
1, 0.5449799509053075, -23.33586588485052, 1.0
2, 0.5168028729251531, -23.79339075914313, 1.0
3, 0.5206733304985892, -23.728084058964903, 1.0
4, 0.5023612400067891, -24.04916400945689, 1.0
5, 0.5002083411618888, -24.08073044844709, 1.0
6, 0.5052099023487749, -24.00026431781236, 1.0
7, 0.5029622137269184, -24.038853286668868, 1.0
8, 0.48470057757171187, -24.351415848804493, 1.0
9, 0.47876019471184383, -24.465186889595103, 1.0
10, 0.4821461379355741, -24.399322173113774, 1.0
11, 0.49117236262627756, -24.24037624636869, 1.0
12, 0.4854976495554366, -24.354711446221728, 1.0
