SNR, RMSE, NMSE, prob
-12, 6.072331250027232, -12.204660852381675, 0.6554545454545454
-11, 4.764236370016924, -14.311903921098715, 0.795
-10, 3.419413035050545, -17.192738681805523, 0.9031818181818182
-9, 2.570698931423704, -19.67074559976709, 0.95
-8, 1.6548801016684416, -23.49643924215222, 0.9840909090909091
-7, 1.175140632880296, -26.469973065385727, 0.9936363636363637
-6, 0.8298118279500704, -29.492177511216617, 0.9986363636363637
-5, 0.6495923628268291, -31.618951730463202, 1.0
-4, 0.5632100920841219, -32.85836136643324, 1.0
-3, 0.48482856839920463, -34.16000588057096, 1.0
-2, 0.4382499022090434, -35.03733336910742, 1.0
-1, 0.3917069352762895, -36.01254471658443, 1.0
0, 0.3713520060527548, -36.47605443427679, 1.0
1, 0.35049549307229666, -36.97812117016292, 1.0
2, 0.3213741969839482, -37.73154984317077, 1.0
3, 0.31421490844312433, -37.92723419343464, 1.0
4, 0.299130184400679, -38.354565159318895, 1.0
5, 0.2901222086372938, -38.620150437673686, 1.0
6, 0.2826416649637957, -38.847046275851056, 1.0
7, 0.2830446435446863, -38.834671124116184, 1.0
8, 0.27987445540269995, -38.93250469826174, 1.0
9, 0.2787643677777187, -38.96702471381373, 1.0
10, 0.2733534830279165, -39.13727768969569, 1.0
11, 0.2735150624924814, -39.132144981883954, 1.0
12, 0.2733636415331878, -39.13695490971818, 1.0
