SNR, RMSE, NMSE, prob
10, 7.044524690881863, -0.04134335251562166, 0.524090909090909
30, 3.5384334468661263, -6.022156624559564, 0.8909090909090909
50, 2.329893315444432, -9.65165655576509, 0.9563636363636364
70, 1.9946072777645711, -11.001229281964335, 0.9681818181818181
90, 1.853473347904023, -11.638650351440765, 0.9727272727272728
110, 1.7229649390128408, -12.272848455010923, 0.9763636363636363
130, 1.6358108803869602, -12.723715422465618, 0.9786363636363636
150, 1.6049151101188643, -12.889335941537317, 0.9790909090909091
170, 1.642518737867531, -12.688170609206415, 0.9777272727272728
190, 1.6825872375967628, -12.47882545983245, 0.975909090909091
210, 1.4949540094549008, -13.505820616405577, 0.9818181818181818
230, 1.4257379415294862, -13.917583132865982, 0.9836363636363636
250, 1.7743688672964704, -12.017499097680934, 0.9722727272727273
270, 1.6771268688551886, -12.507058927534809, 0.9754545454545455
290, 1.7246831639041829, -12.264190789338627, 0.9736363636363636
310, 1.5898703720951792, -12.971142936810129, 0.9781818181818182
330, 1.656144010562188, -12.616415307533979, 0.975909090909091
350, 1.5405554692592296, -13.24483047452592, 0.9795454545454545
370, 1.6525288246360206, -12.635396388062087, 0.975909090909091
390, 1.5805961694325, -13.021958770185378, 0.9781818181818182
