SNR, RMSE, NMSE, prob
-12, 5.205700191960261, -3.7454424670229662, 0.7515
-11, 3.967104500240914, -6.096347360564263, 0.863
-10, 2.5480911050127113, -9.951380042301494, 0.9505
-9, 1.73562770228937, -13.28319748256035, 0.9805
-8, 1.0982527903510517, -17.249606913835397, 0.995
-7, 0.8044844182160164, -19.96827870940476, 0.9985
-6, 0.6497842034810932, -21.809901857932452, 0.999
-5, 0.5301097373819856, -23.579729102917387, 0.9995
-4, 0.42316719161456, -25.534250351944095, 1.0
-3, 0.3649511995416519, -26.819531335513986, 1.0
-2, 0.3267169179152717, -27.77874403971167, 1.0
-1, 0.29725345670406994, -28.610918890556214, 1.0
0, 0.2688677375937371, -29.46613508949383, 1.0
1, 0.2476836541708958, -30.185529466594293, 1.0
2, 0.22775286042549805, -30.910612341557965, 1.0
3, 0.21011566358557465, -31.610222139249096, 1.0
4, 0.198025080073642, -32.13508253321286, 1.0
5, 0.18963227679098257, -32.50550385063266, 1.0
6, 0.1904057631373007, -32.476099618098026, 1.0
7, 0.18030520730227062, -32.94939507268397, 1.0
8, 0.17347597555206654, -33.2760998244361, 1.0
9, 0.16929024286635058, -33.49490902757938, 1.0
10, 0.16378885378812955, -33.77720914639638, 1.0
11, 0.16926180534792384, -33.493875308549505, 1.0
12, 0.1674003900738963, -33.60332476722164, 1.0
