SNR, RMSE, NMSE, prob
10, 5.178854664624411, -2.7137027959957694, 0.7631818181818182
30, 4.086291234111109, -4.771790934984767, 0.8518181818181818
50, 3.56179810621023, -5.964991289929383, 0.8845454545454545
70, 3.0953094713274596, -7.184295736290888, 0.9131818181818182
90, 2.6804378164594347, -8.434262531140513, 0.935
110, 2.3349144810789904, -9.632957681520367, 0.9513636363636364
130, 2.131052300971603, -10.426495104039542, 0.9595454545454546
150, 1.775112230137255, -12.013860935727177, 0.9727272727272728
170, 1.5960760454041476, -12.937305671780308, 0.9781818181818182
190, 1.3220957425680055, -14.573119135101283, 0.985909090909091
210, 1.2268219029288454, -15.222746842133326, 0.9881818181818182
230, 0.9344882380891908, -17.586900485358573, 0.9940909090909091
250, 0.8366102715425615, -18.547913427144692, 0.9954545454545455
270, 0.9446239581761398, -17.493198137190006, 0.9936363636363637
290, 0.7362568284119311, -19.657790553189887, 0.9968181818181818
310, 0.7003317513848621, -20.092300926389214, 0.9972727272727273
330, 0.63398748082455, -20.956763632352732, 0.9981818181818182
350, 0.6454740163607752, -20.800801989978996, 0.9977272727272727
370, 0.4774305683603127, -23.420172817182117, 0.9995454545454545
390, 0.5123925176642271, -22.80632168748863, 0.9990909090909091
