SNR, RMSE, NMSE, prob
-12, 6.543583620842139, 6.7145764376850305, 0.6065
-11, 5.836995248361755, 5.748381233287204, 0.6945
-10, 5.072951599281242, 4.538458558113327, 0.778
-9, 4.3950098495060885, 3.2906758747158698, 0.837
-8, 3.80176938077002, 1.9797731757094694, 0.8795
-7, 3.2028397710009027, 0.5099974730471412, 0.916
-6, 2.4888229457851536, -1.6533427419630653, 0.9515
-5, 1.9674306537739996, -3.7323453623148692, 0.971
-4, 1.4681334353947333, -6.255746565736869, 0.986
-3, 1.017396315307435, -9.424858104148191, 0.9955
-2, 0.9344668067713517, -10.192262278885337, 0.9965
-1, 0.8190283751087062, -11.315784272281151, 0.998
0, 0.7430761114471497, -12.14444185121317, 0.999
1, 0.6538001207875683, -13.24822714085973, 1.0
2, 0.6428133042249103, -13.444960698520859, 1.0
3, 0.6261586761044244, -13.644716006279998, 1.0
4, 0.6202880271190133, -13.74073693074542, 1.0
5, 0.6125763287738825, -13.85114233488162, 1.0
6, 0.613981422539546, -13.819369118671412, 1.0
7, 0.6248308699175773, -13.637033411526254, 1.0
8, 0.6091640323679417, -13.922725331667573, 1.0
9, 0.5994946280352282, -14.06978302267305, 1.0
10, 0.6011073815641382, -13.992680613362008, 1.0
11, 0.5967496900836801, -14.055626884572819, 1.0
12, 0.59849693248736, -14.022664485405441, 1.0
