Separation, RMSE, NMSE, prob
2, 10.0, -7.871769934975456, 0.0
4, 0.950071738067341, -28.316641945124186, 1.0
6, 0.4779691987189139, -34.28377172847278, 1.0
8, 0.37791289915490284, -36.32393561482996, 1.0
10, 0.3500649284693216, -36.98879788659725, 1.0
12, 0.3322102321235984, -37.44350984983977, 1.0
14, 0.32291288670340457, -37.690062386663556, 1.0
16, 0.32036908791906565, -37.758757830004676, 1.0
18, 0.3198010705375155, -37.77417165067134, 1.0
20, 0.3190896223193975, -37.793516328282315, 1.0
