SNR, RMSE, NMSE, prob
50, 1.955402203514828, -12.236187655625528, 0.9695
60, 1.7889137370875887, -13.018278231611562, 0.9745
70, 1.559696740485448, -14.210789659861264, 0.9815
80, 1.5425316800097906, -14.300486101882408, 0.9805
90, 1.4341799139853626, -14.93548692279319, 0.984
100, 1.1271737492691474, -17.023028201863426, 0.9905
110, 1.2421720642372196, -16.18652471939104, 0.9875
120, 1.1342405801477968, -16.969111886152493, 0.99
130, 0.886363879571154, -19.10869706254922, 0.995
140, 0.8314193790704548, -19.681775520125463, 0.9955
150, 0.9950580349707756, -18.10692073167704, 0.9925
160, 0.8566846942071418, -19.41607739326445, 0.9945
170, 0.6629259992337843, -21.626186056176536, 0.9975
180, 0.7432084282206647, -20.640871923211996, 0.9965
190, 0.7534612034936787, -20.531570152728264, 0.996
200, 0.4276555591578618, -25.45141218482285, 0.9995
210, 0.6391857423293247, -21.951717255370788, 0.9975
220, 0.5373113477488888, -23.4726026638957, 0.9985
230, 0.47651205297253985, -24.499840742981608, 0.999
240, 0.5267474595141779, -23.62994474835895, 0.9985
250, 0.5106970574653051, -23.901204110215296, 0.9985
260, 0.5904013843375338, -22.645151084709422, 0.9975
270, 0.34799125887905485, -27.225993845545663, 1.0
280, 0.4338159463829784, -25.31700085592886, 0.999
290, 0.37554385191915596, -26.56148408498631, 0.9995
300, 0.36675533452887893, -26.787944054235982, 0.9995
310, 0.43514563301110876, -25.291881188958556, 0.999
320, 0.286685440578729, -28.913240328174446, 1.0
330, 0.26466270079100773, -29.61282678730758, 1.0
340, 0.26779421918804325, -29.497866363796582, 1.0
350, 0.28239488305610827, -29.045926651683892, 1.0
360, 0.2695900964410425, -29.448028413863767, 1.0
370, 0.3433305136163555, -27.362598974199088, 0.9995
380, 0.40571805023858903, -25.908769852217482, 0.999
390, 0.25953484569427215, -29.769863906847117, 1.0
400, 0.257670704604189, -29.84740941312737, 1.0
