SNR, RMSE, NMSE, prob
2, 4.889235846319931, -10.725478311105764, 0.7851666666666667
3, 3.9098507010918957, -12.496391534136041, 0.8693333333333333
4, 2.3184872329011483, -17.148575000628984, 0.9585
5, 1.1310165611652154, -23.316482910161707, 0.9913333333333333
6, 0.8567799013444283, -25.614367841956742, 0.995
7, 1.0650167661847614, -23.54856091156634, 0.9915
8, 0.9622481651423899, -24.60551686783386, 0.9935
9, 0.7453735741434299, -26.81450114142818, 0.9968333333333333
10, 0.5337884975198925, -29.58661381499362, 0.9993333333333333
11, 0.4470032036524874, -31.07092609018181, 0.9998333333333334
12, 0.48018161911010987, -30.489636753689446, 0.9993333333333333
13, 0.47014988566531424, -30.71470444329023, 0.9993333333333333
14, 0.48230430113624734, -30.618347265135355, 0.9993333333333333
15, 0.5848912468249179, -28.985400170249456, 0.9981666666666666
16, 0.826493169763353, -26.043646254648216, 0.9946666666666667
17, 1.0088333886323684, -24.428675101068205, 0.9913333333333333
18, 1.0810240775538305, -23.92807544763187, 0.9898333333333333
19, 1.090233241819041, -24.00161469990438, 0.9895
20, 1.3134983002633396, -22.53242358159462, 0.9838333333333333
