SNR, RMSE, NMSE, prob
-12, 3.1579415036123346, -17.86100766442945, 0.925
-11, 2.0772138374586127, -21.499465145458792, 0.9777272727272728
-10, 1.4078289397487798, -24.87809151667763, 0.9959090909090909
-9, 1.0566776222730911, -27.37023908006904, 1.0
-8, 0.9204908706977067, -28.56869957381324, 1.0
-7, 0.8073307882129548, -29.708058986162982, 1.0
-6, 0.7222744431550089, -30.675044323084165, 1.0
-5, 0.6603801282746989, -31.453209359919594, 1.0
-4, 0.6033435809912225, -32.23779535341164, 1.0
-3, 0.5601522568180313, -32.88296748444135, 1.0
-2, 0.5238903547508126, -33.46428122946743, 1.0
-1, 0.5224660616214598, -33.48792759007827, 1.0
0, 0.5087556659954847, -33.71890410590049, 1.0
1, 0.49892779619765654, -33.88833528620986, 1.0
2, 0.4972767320742351, -33.91712651027105, 1.0
3, 0.49433753201154584, -33.96861758509351, 1.0
4, 0.49296523907003276, -33.99276335489417, 1.0
5, 0.49112785459942, -34.02519796373735, 1.0
6, 0.48898890659831135, -34.063109152504026, 1.0
7, 0.4862829137820809, -34.111309079512615, 1.0
8, 0.4835516331406169, -34.16023219741261, 1.0
9, 0.47980685308865967, -34.22776035136068, 1.0
10, 0.4755241760452429, -34.30563725101858, 1.0
11, 0.47066471056424036, -34.39485654450507, 1.0
12, 0.4647269334398727, -34.505132427119555, 1.0
