SNR, RMSE, NMSE, prob
1, 8.405364415087877, 0.5270017615517837, 0.296
2, 0.40841314422295055, -25.742134963027855, 1.0
3, 0.3585959157341215, -26.872022403164028, 1.0
4, 0.3256831330758298, -27.70822383320141, 1.0
5, 0.29858775741224414, -28.462689240037115, 1.0
6, 0.287222117336123, -28.799771591446834, 1.0
7, 0.28280125222495156, -28.93450261627923, 1.0
8, 0.2812427148570727, -28.98250354818081, 1.0
9, 0.27995195469276646, -29.02245909556776, 1.0
10, 0.280438343095409, -29.00738132900353, 1.0
