SNR, RMSE, NMSE, prob
-12, 7.775190276428205, 8.212483824377125, 0.4285
-11, 7.701544939603792, 8.15615151650312, 0.444
-10, 7.605916654400971, 8.05627542500281, 0.462
-9, 7.50642934157147, 7.9401468391836545, 0.48
-8, 7.521253497935186, 7.905862333686592, 0.478
-7, 7.474454898791823, 7.87088373298186, 0.486
-6, 7.41914978710026, 7.8338600008315495, 0.4955
-5, 7.423792822153608, 7.802182832158754, 0.4945
-4, 7.383515397714123, 7.7742065435688135, 0.501
-3, 7.399243943513252, 7.809085601188764, 0.4985
-2, 7.390297604727828, 7.769698685842777, 0.5005
-1, 7.387465509502915, 7.7881460913420835, 0.501
0, 7.387472095592198, 7.804809222807522, 0.5005
1, 7.388363829010947, 7.813838399200989, 0.5
2, 7.3949987092998954, 7.7721042176936, 0.4995
3, 7.389256544991026, 7.793610840903744, 0.5
4, 7.393179948719633, 7.784020640092942, 0.5
5, 7.39929405008627, 7.78945918316166, 0.4995
6, 7.397359982827239, 7.799061338425982, 0.499
7, 7.394743320986848, 7.826179107930919, 0.498
8, 7.438148487942266, 7.811886490551892, 0.4905
9, 7.44904943047595, 7.816528184581792, 0.487
10, 7.34882674064774, 7.752638331823448, 0.4995
11, 6.868696629263731, 7.166015777817659, 0.564
12, 5.85714274484329, 5.789813105523203, 0.6865
