SNR, RMSE, NMSE, prob
-12, 8.183153741137007, -9.61335571562282, 0.34454545454545454
-11, 7.5518118412346285, -10.310746731930578, 0.44636363636363635
-10, 6.7569217675417805, -11.276792120883044, 0.5609090909090909
-9, 5.6391576397473795, -12.847485223189917, 0.6968181818181818
-8, 4.546836412589101, -14.717583343887988, 0.8040909090909091
-7, 3.041976287951552, -18.208653443699852, 0.915
-6, 2.225114726710853, -20.924721777442365, 0.9554545454545454
-5, 1.1108256937519438, -26.95885160170198, 0.990909090909091
-4, 0.7463198905667233, -30.413269591391206, 0.9968181818181818
-3, 0.4625479344500797, -34.56863502027624, 0.9995454545454545
-2, 0.3639504213924691, -36.65092540710718, 1.0
-1, 0.33499208435415495, -37.37107903079412, 1.0
0, 0.3050710629020967, -38.18374962680113, 1.0
1, 0.29247030564742227, -38.550134348958046, 1.0
2, 0.2751438079022199, -39.08057506038103, 1.0
3, 0.26071529609410193, -39.54843969334848, 1.0
4, 0.25447106836680944, -39.75900166006462, 1.0
5, 0.24770602638945874, -39.99303848313008, 1.0
6, 0.247275077300627, -40.00816300215655, 1.0
7, 0.24041647141380143, -40.25248555868441, 1.0
8, 0.23613347640013474, -40.40861870102042, 1.0
9, 0.23292454348962635, -40.527464874962256, 1.0
10, 0.2362826754418683, -40.403132338293474, 1.0
11, 0.23332514504784216, -40.512539040244484, 1.0
12, 0.23231103521832847, -40.550373133203614, 1.0
