SNR, RMSE, NMSE, prob
-12, 4.032219429310521, -10.176968856469589, 0.865909090909091
-11, 2.652915094034726, -13.813384998320572, 0.9545454545454546
-10, 1.4636515023694636, -18.97909835601149, 0.9959090909090909
-9, 1.0783354920187425, -21.632774026950447, 0.9995454545454545
-8, 0.8542458410237851, -23.656194547011534, 1.0
-7, 0.7038258433531838, -25.33854783550533, 1.0
-6, 0.6066554787508646, -26.629009539412685, 1.0
-5, 0.5422064926889281, -27.60455773215626, 1.0
-4, 0.48478783180795165, -28.57681780629853, 1.0
-3, 0.4405046277065564, -29.408842514933013, 1.0
-2, 0.39419919806301995, -30.373537292995444, 1.0
-1, 0.3743229029574371, -30.822924005041216, 1.0
0, 0.36144502506581966, -31.127006991055566, 1.0
1, 0.3433625726177411, -31.5727929350753, 1.0
2, 0.32850373163572927, -31.957045872930244, 1.0
3, 0.31825999862181176, -32.232210881147644, 1.0
4, 0.3055512021009744, -32.58617208386705, 1.0
5, 0.29971704840398034, -32.75362308265015, 1.0
6, 0.29235837454206276, -32.96954124778378, 1.0
7, 0.2857352025956535, -33.168577039080525, 1.0
8, 0.2824326652956383, -33.26955352555883, 1.0
9, 0.2760925211501127, -33.46675916733413, 1.0
10, 0.2723354610379107, -33.58576811629748, 1.0
11, 0.2701100290072677, -33.65703781938216, 1.0
12, 0.26829634216005394, -33.71555698567778, 1.0
