SNR, RMSE, NMSE, prob
10, 1.6499405461501429, -23.52240402565507, 0.99
30, 0.7443559263811969, -30.436156894468745, 1.0
50, 0.5874928001857829, -32.491718946487865, 1.0
70, 0.5222099045994806, -33.51486782859346, 1.0
90, 0.4784198163020257, -34.275586730173224, 1.0
110, 0.4379022253704138, -35.04422688058763, 1.0
130, 0.406141709629693, -35.69821807973082, 1.0
150, 0.3857167503517601, -36.14639995141165, 1.0
170, 0.37750079256824204, -36.33341258013291, 1.0
190, 0.3652519705398711, -36.61991857843007, 1.0
210, 0.3570779488726277, -36.81650930365092, 1.0
230, 0.34415225042042064, -37.13675765124302, 1.0
250, 0.3373409002897666, -37.310389935620535, 1.0
270, 0.3327934828591291, -37.428273675004306, 1.0
290, 0.3269848556688634, -37.58121714420131, 1.0
310, 0.32049929902021784, -37.75522825355577, 1.0
330, 0.32064657933514773, -37.75123770286315, 1.0
350, 0.314907927774815, -37.90809804632228, 1.0
370, 0.3145606238581683, -37.917682782143004, 1.0
390, 0.3089005174102414, -38.07539722381463, 1.0
